isbn,original_title,original_publication_year,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
758254091,The Dry Grass of August,2011.0,Anna Jean Mayhew,160,722,3615,5921,3061
545298431,,2012.0,Linda Sue Park,176,377,2219,3295,5933
385528078,,2010.0,Colson Whitehead,1015,2302,4488,4284,1756
843960434,The Madness of Lord Ian Mackenzie,2009.0,Jennifer Ashley,556,1068,3819,7596,9121
99453452,Point of Impact,1993.0,Stephen Hunter,133,265,1463,4666,5565
009947915X,Life & Times of Michael K.,1983.0,J.M. Coetzee,239,775,3004,4840,3388
044900483X,Children of God,1998.0,Mary Doria Russell,113,557,2685,5856,4798
,,2014.0,Kendra Elliot,231,484,2231,4989,4727
718152433,Jamie at Home: Cook Your Way to the Good Life,2007.0,Jamie Oliver,123,380,2246,3712,4326
425197395,The Mediterranean Caper,1973.0,Clive Cussler,199,997,4703,5454,3619
451454243,The Forest House,1993.0,"Marion Zimmer Bradley, Diana L. Paxson",173,894,4272,5825,4213
743484193,Certain Prey,1999.0,John Sandford,49,181,2196,6279,5552
425210812,Undead and Unreturnable,2005.0,MaryJanice Davidson,160,958,5811,7202,5941
441014763,"Fearless (The Lost Fleet, #2)",2007.0,Jack Campbell,71,481,3313,6537,4075
553578553,Dawn on a Distant Shore,2000.0,Sara Donati,97,329,2032,5061,5471
,,2015.0,Tarryn Fisher,320,749,2434,4958,6819
,The Danish Girl,2000.0,David Ebershoff,239,927,4006,5842,2970
525426361,,2014.0,"Esther Earl, Lori Earl, Wayne Earl, John Green",298,636,2151,3958,7003
60898526,Brave New World Revisited ,1958.0,Aldous Huxley,231,691,2765,4567,4032
345301110,Histoire d'O,1954.0,"Pauline Réage, Sabine d'Estree",1129,2193,4235,3781,2721
60757639,Forest Mage,2006.0,Robin Hobb,750,2104,4570,3850,2268
380726297,Sacred,1997.0,Dennis Lehane,63,375,3379,6769,3525
,Hidden ,2012.0,Kendra Elliot,251,680,2882,5210,4722
,Punk 57,2016.0,Penelope Douglas,260,626,2224,5648,7945
425138232,Eye of the Storm,1992.0,Jack Higgins,136,457,2974,4873,3762
,Nikola Tesla: Imagination and the Man That Invented the 20th Century,2013.0,Sean Patrick,514,1191,3142,4568,4189
60880120,How to Be Popular,2006.0,Meg Cabot,511,2279,6843,6018,3983
451530098,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),1956.0,"George Bernard Shaw, Alan Jay Lerner",133,380,2146,4225,6576
345432401,Omertà,1999.0,Mario Puzo,182,898,3724,4151,2422
62103733,Unraveling,2012.0,Elizabeth Norris,649,1321,4130,5495,5865
330311735,One,1988.0,Richard Bach,237,666,2407,3428,3800
763618985,The Tiger Rising,2001.0,Kate DiCamillo,323,1198,4365,5496,4243
886774268,Magic's Price,1990.0,Mercedes Lackey,138,503,2703,5466,8749
,The Hedge Knight,1998.0,George R.R. Martin,53,194,2064,6132,5943
425173909,After the Funeral ,1953.0,Agatha Christie,62,688,5048,6925,3925
1582404976,Wanted,2005.0,"Mark Millar, J.G. Jones, Brian K. Vaughan",695,1102,2797,3535,3699
1421506297,デスノート #8 (Desu Nōto) Mato (的),2005.0,"Tsugumi Ohba, Takeshi Obata",124,497,2266,4318,7676
785122133,,1983.0,"Chris Claremont, John Byrne",87,349,1803,3995,6001
375714499,Manufacturing Consent: The Political Economy of the Mass Media,1988.0,"Noam Chomsky, Edward S. Herman",127,332,1556,3936,5036
670557110,Pippi Långstrump i Söderhavet,1948.0,"Astrid Lindgren, Gerry Bothmer",213,553,3072,4735,6368
192834401,,1764.0,Horace Walpole,766,3006,6662,3899,1748
330314920,Outer Dark,1968.0,Cormac McCarthy,117,552,2737,4989,2851
,Endless Knight ,2013.0,Kresley Cole,151,388,1945,5415,10166
312890176,Shadow & Claw,1994.0,Gene Wolfe,382,919,2124,3759,5582
812995228,Parmi les dix milliers de choses,2015.0,Julia Pierpont,1083,2630,3554,1658,788
743250451,The Great Shark Hunt: Strange Tales from a Strange Time,1979.0,Hunter S. Thompson,35,287,2210,4543,3677
395957761,The Complete Poems: Anne Sexton,1981.0,"Anne Sexton, Maxine Kumin",117,303,1680,4089,6075
316098124,2312,2012.0,Kim Stanley Robinson,675,1648,3688,3975,2111
689806981,Tears of a Tiger,1994.0,Sharon M. Draper,266,583,1875,3293,5764
61231428,Altar of Eden,2009.0,James Rollins,124,567,3092,5420,4682
1591169909,桜蘭高校ホスト部 2,2003.0,Bisco Hatori,78,239,1618,3607,8962
810949148,The Problem Child,2006.0,"Michael Buckley, Peter Ferguson",109,343,2459,5366,7854
195170342,Washington's Crossing,2003.0,David Hackett Fischer,226,493,1905,3593,4776
679783482,Shalimar the Clown,2005.0,Salman Rushdie,200,707,2670,4514,3140
688172377,Desert Flower: The Extraordinary Journey of a Desert Nomad,1998.0,"Waris Dirie, Cathleen Miller",84,477,2437,5078,4824
345467817,First Strike,2003.0,Eric S. Nylund,55,352,1978,4010,4153
,Broken Silence,2013.0,Natasha Preston,189,603,2243,3971,5770
1861977166,In Search of Excellence,1982.0,"Tom Peters, Robert H. Waterman Jr.",267,636,2254,3544,3420
316239992,First Love,2013.0,"James Patterson, Emily Raymond",380,1198,3461,4443,3849
1401204457,Batman Chronicles: Volume 1,2005.0,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",458,583,1821,2501,4298
307730697,,2012.0,Eric Blehm,95,183,797,2312,6995
1434764338,Waterfall,2011.0,Lisa Tawn Bergren,603,930,2970,5171,7354
385682824,The Love Song of Miss Queenie Hennessy,2014.0,Rachel Joyce,164,549,2663,5956,4770
345435753,Morgawr ,2002.0,Terry Brooks,94,636,3371,5070,4354
340752459,September,1990.0,Rosamunde Pilcher,95,408,2683,5224,5377
1884214495,The Last Question (When the World Ends),1956.0,"Isaac Asimov, Bob E. Flick, Jim Gallant",50,146,819,3039,8597
140189424,Henderson the Rain King,1959.0,"Saul Bellow, Luciano Bianciardi",365,977,2946,4107,3533
451209435,Fear of Flying,1973.0,Erica Jong,715,1953,5003,4508,2753
316176044,Red Riding Hood,2011.0,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",924,2096,4997,4608,3857
9381626715,Stay Hungry Stay Foolish,2008.0,Rashmi Bansal,190,735,3015,3419,1633
140568190,The Giraffe and the Pelly and Me,1985.0,"Roald Dahl, Quentin Blake",126,1059,5264,5628,4412
1250039819,Shotgun Lovesongs,2014.0,Nickolas Butler,153,756,3183,5104,2521
440240956,"The Death of Kings (Emperor, #2)",2004.0,Conn Iggulden,58,224,1595,5027,5289
375435484,French Women Don't Get Fat,2004.0,Mireille Guiliano,387,1610,4653,4224,2237
061858532X,A Certain Slant of Light,2005.0,Laura Whitcomb,496,1356,4279,5886,5496
1416936408,"The Uglies Trilogy (Uglies, #1-3)",2007.0,Scott Westerfeld,243,689,2531,4537,5473
62311115,The Bone Tree,2015.0,Greg Iles,185,438,1745,4643,5388
312939779,False Impression,2005.0,Jeffrey Archer,220,978,3882,4730,2442
1926760689,I Wrote This For You,2011.0,"pleasefindthis, Iain S. Thomas, Jon Ellis",372,673,1869,3403,6479
1400049350,Barefoot in Paris,2004.0,"Ina Garten, Quentin Bacon",365,429,1589,3170,5647
1591163595,,2000.0,Masashi Kishimoto,96,285,1606,2960,8366
60589353,...and that's when it fell off in my hand,2004.0,Louise Rennison,182,658,3713,5867,6656
,The Unwanted Wife,2012.0,Natasha Anders,453,1130,4122,7385,6583
,Royally Screwed,2016.0,Emma Chase,235,782,3288,7374,7584
61626317,Splendor,2009.0,Anna Godbersen,341,1244,4445,6360,5179
1582870950,The Professor,1857.0,Charlotte Brontë,318,1520,4948,4354,2853
451234863,"Drink Deep (Chicagoland Vampires, #5)",2011.0,Chloe Neill,228,914,4389,8522,9645
,رجال في الشمس,1963.0,غسان كنفاني,121,363,1724,4114,4601
698400011,Den lille havfrue,1836.0,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",249,839,3711,5391,6397
60525134,"Big Boned (Heather Wells, #3)",2007.0,Meg Cabot,207,1017,5372,7177,4942
802131867,The Subterraneans,1958.0,Jack Kerouac,191,978,3678,4157,2543
745917437,The Tale of Three Trees: A Traditional Folktale,1989.0,"Angela Elwell Hunt, Tim Jonke",90,186,1236,3034,8847
1593072953,Sin City: The Big Fat Kill,1994.0,Frank Miller,167,432,2503,5293,5261
7120842,The Moving Finger,1942.0,Agatha Christie,125,855,5508,7365,4630
042516098X,Hornet's Nest,1996.0,Patricia Cornwell,892,2186,4858,3409,2207
785267239,The Sacred Romance Drawing Closer To The Heart Of God,1997.0,"John Eldredge, Brent Curtis",262,617,2165,3211,4222
590590898,There's a Boy in the Girls' Bathroom,1987.0,Louis Sachar,346,933,3488,4763,5563
037321099X,Crash Into You,2013.0,Katie McGarry,213,639,3073,7314,11241
375504877,Colonel Roosevelt,2010.0,Edmund Morris,364,611,2153,4276,5782
081120958X,Selected Poems,1949.0,"William Carlos Williams, Charles Tomlinson",170,395,1977,4458,5108
553100351,Star Wars: Vision of the Future,1998.0,Timothy Zahn,60,414,2790,5081,4563
4103534230,1Q84 Book 2 [Ichi-kyū-hachi-yon],2009.0,Haruki Murakami,123,506,2418,5299,4252
,How to Be Both,2014.0,Ali Smith,692,1196,2881,4009,2855
60724560,Princess on the Brink,2006.0,Meg Cabot,431,1675,6203,6016,5041
140435476,The Woodlanders,1887.0,"Thomas Hardy, Patricia Ingham",337,700,2965,4313,3327
312591845,,2014.0,Jane Green,397,1156,3844,4506,2350
385524927,While My Sister Sleeps,2009.0,Barbara Delinsky,203,789,3736,5043,3524
142000957,Killing Pablo: The Hunt for the World's Greatest Outlaw,2001.0,Mark Bowden,75,382,2679,5273,2894
1451672721,Gold,2012.0,Chris Cleave,256,1000,4091,5524,2552
1554682746,Wondrous Strange,2009.0,Lesley Livingston,708,1854,5541,6115,5373
60731427,How Soccer Explains the World: An Unlikely Theory of Globalization,2004.0,Franklin Foer,246,669,2794,3715,2520
141183047,Livro do Desassossego,1913.0,"Fernando Pessoa, Richard Zenith",140,289,1046,3052,8605
1401232086,"Batman: Earth One, Volume 1",2012.0,"Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",183,540,2182,4644,4560
159448841X,,2012.0,"Anne Lamott, Sam Lamott",656,1122,2930,3241,2921
425204332,Undead and Unappreciated,2005.0,MaryJanice Davidson,180,905,5749,7615,5680
1455525898,Blue Labyrinth,2014.0,"Douglas Preston, Lincoln Child",99,380,2108,5469,4609
670022209,Malcolm X: A Life of Reinvention,2011.0,Manning Marable,251,364,1757,3875,5631
60723513,Mutant Message Down Under,1990.0,Marlo Morgan,665,1069,2633,3940,4116
440244501,Ashes of Midnight,2009.0,Lara Adrian,115,634,3549,7405,9027
081091610X,Once Upon a Crime,2007.0,"Michael Buckley, Peter Ferguson",135,365,2428,5186,7609
891343377,Keys to Drawing,1985.0,Bert Dodson,350,587,2082,2721,4325
1401213162,"Fables, Volume 9: Sons of Empire",2007.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",115,299,2204,6002,6799
451461991,Embrace the Night,2008.0,Karen Chance,218,732,4013,7287,7872
586026193,The Ipcress File,1962.0,Len Deighton,140,485,3094,5115,3689
679450815,The Boston Cooking-School Cook Book 1896,1979.0,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",296,580,2517,3761,5873
,واحة الغروب,2006.0,بهاء طاهر,270,706,2531,4203,2860
1450572375,,2010.0,Keary Taylor,623,1545,3921,4541,4423
156478214X,The Third Policeman,1967.0,Flann O'Brien,331,710,2206,4156,4901
375424490,Tea Time for the Traditionally Built,2009.0,Alexander McCall Smith,44,242,3138,7801,5622
60827629,"Starlight (Warriors: The New Prophecy, #4)",2006.0,Erin Hunter,125,468,2637,4793,8696
,Feral Sins,2012.0,Suzanne Wright,657,1224,3882,8561,11350
867199032,Tintin au pays des Soviets,1930.0,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",525,1495,2998,3022,3722
1439102414,Flash and Bones,2011.0,Kathy Reichs,114,850,4674,6405,4440
1594206627,Eileen,2015.0,Ottessa Moshfegh,671,1878,4671,4824,1875
142333745X,Creation in Death ,2007.0,J.D. Robb,38,228,2368,6639,9319
670062405,Llama Llama Mad at Mama,2007.0,Anna Dewdney,224,468,1986,3968,7639
345547497,Cop Town,2014.0,Karin Slaughter,274,780,3299,5612,4032
810949792,Graffiti World: Street Art from Five Continents,2004.0,"Nicholas Ganz, Tristan Manco",263,632,1875,2278,4040
399216197,Lon Po Po,1989.0,Ed Young,262,626,3197,4759,5707
316065765,The Blood of Flowers,2007.0,Anita Amirrezvani,123,581,2988,5880,3846
140367357,Five Children and It ,1902.0,E. Nesbit,354,1106,4620,6341,5653
,2 ضباط,2013.0,Essam Youssef,532,942,2165,2727,2498
671000314,"Flood Tide (Dirk Pitt, #14)",1985.0,Clive Cussler,63,499,3623,5199,3290
62380877,This Savage Song,2016.0,Victoria Schwab,185,662,3593,9472,8547
62003941,Bloodlust,2011.0,"L.J. Smith, Kevin Williamson, Julie Plec",340,770,2498,2875,5641
425226735,,2009.0,Nalini Singh,94,384,3022,7861,10806
1481404547,The Unexpected Everything,2016.0,Morgan Matson,234,778,3731,8374,7358
727853414,Exit to Eden,1985.0,"Anne Rampling, Anne Rice",518,1761,4429,3722,3348
1423121716,Percy Jackson: The Ultimate Guide,2010.0,"Mary-Jane Knight, Rick Riordan",201,753,2966,3946,6759
802120202,Alif the Unseen,2012.0,G. Willow Wilson,258,793,3062,5407,3311
345465296,The Complete Guide to Middle-Earth,1974.0,"Robert Foster, J.R.R. Tolkien",204,444,2030,2914,5342
1451655789,Hothouse Flower,2010.0,Lucinda Riley,315,1022,3256,4962,3612
1533134138,The Bird and the Sword,2016.0,Amy Harmon,142,536,2009,5152,8066
1857231082,The Black Unicorn ,1987.0,Terry Brooks,135,1068,4933,5479,3717
743487672,The Awakening and Selected Short Stories,1899.0,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",486,1096,3210,4735,4565
316113786,Say You're One of Them,2008.0,Uwem Akpan,642,1558,3843,4184,2431
547229895,The Crossing Places,2009.0,Elly Griffiths,188,689,3967,6974,3853
152024174,Peak,2007.0,Roland Smith,297,714,2873,5278,4865
99448874,Steget efter,1997.0,"Henning Mankell, Ebba Segerberg",98,289,2329,6177,4279
553264907,The Devil's Alternative,1979.0,Frederick Forsyth,69,337,2425,4473,3332
1476799202,,2017.0,Alice Hoffman,159,533,2807,7173,4705
670038318,Sovereign ,2006.0,C.J. Sansom,48,193,1728,5947,6158
749932945,Envy,1999.0,Sandra Brown,142,461,2448,5282,5964
1401212409,Batman: Batman and Son,2005.0,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",279,777,2804,3604,3196
684800012,On Food and Cooking: The Science and Lore of the Kitchen,1984.0,Harold McGee,97,172,991,2883,6993
810993589,Magic and Other Misdemeanors,2007.0,"Michael Buckley, Peter Ferguson",124,344,2217,5104,7844
345519477,In Bed with a Highlander,2011.0,Maya Banks,352,1017,4232,8395,8364
679736638,The Confessions of Nat Turner,1967.0,William Styron,252,606,2525,4677,3985
1580628362,Please Stop Laughing at Me... One Woman's Inspirational Story,2003.0,Jodee Blanco,410,865,2339,3171,3629
345477480,,2007.0,Drew Karpyshyn,58,309,2133,4269,4690
184756190X,A Girl Like You,2011.0,Gemma Burgess,368,802,2752,4029,4765
,,2015.0,Whitney G.,326,757,3128,7238,7515
765309416,The Android's Dream,2006.0,John Scalzi,139,456,2947,6299,3812
743217187,Cuentos de Eva Luna,1988.0,Isabel Allende,112,617,3093,5159,4086
767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,1997.0,Lama Surya Das,119,305,1788,3680,4632
,Long Time Coming,2003.0,Edie Claire,343,991,3384,4480,3472
316014532,Story of a Girl,2007.0,Sara Zarr,391,1430,4626,4886,3731
,High Heat,2013.0,Lee Child,211,709,3092,4919,4222
62338307,,2015.0,Kim van Alkemade,273,922,3541,5159,2354
399158812,Delusion in Death,2012.0,J.D. Robb,88,253,2227,6131,8291
743435745,Field of Dishonor,1994.0,David Weber,59,305,2372,5900,5973
1936365537,How Music Works,2012.0,David Byrne,380,518,2214,4018,3886
1250019699,Save the Date,2014.0,Mary Kay Andrews,202,632,3229,5133,3416
965913228,Oracle Night,2004.0,Paul Auster,138,684,3198,4656,2431
575073608,Time and Again,1970.0,Jack Finney,265,852,2972,5177,5118
,One Lavender Ribbon ,2014.0,Heather Burch,401,1107,2943,3839,3764
882706306,Run Baby Run,1969.0,"Nicky Cruz, Jamie Buckingham",103,288,2018,3442,5220
452264014,Fences (The Century Cycle #6),1986.0,August Wilson,269,943,3198,4640,3784
340863684,Tortured for Christ,1940.0,Richard Wurmbrand,102,275,1322,2910,5683
1250076927,The Two-Family House,2016.0,Lynda Cohen Loigman,136,611,2976,5847,3750
6280943,Miracles: A Preliminary Study,1947.0,C.S. Lewis,194,490,2233,3992,4685
1598878735,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",2009.0,"Daniel Coyle, John Farrell",147,476,2308,4618,4494
670016381,Dear Daughter,2014.0,Elizabeth Little,562,1439,3924,4036,1861
,The Mermaid's Sister,2015.0,Carrie Anne Noble,302,1080,3643,4081,2558
140284125,The Inimitable Jeeves ,1923.0,P.G. Wodehouse,40,211,1949,5885,6125
786901896,Dragons of Summer Flame,1995.0,"Margaret Weis, Tracy Hickman",222,936,3556,4387,3973
446402400,The Secret Speech,2009.0,Tom Rob Smith,150,655,3738,5741,2683
307272583,Star Island,2010.0,Carl Hiaasen,418,1645,5304,4755,1922
345495160,Un Lun Dun,2007.0,China Miéville,440,1116,3761,5736,4440
1421506262,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ",2005.0,"Tsugumi Ohba, Takeshi Obata",77,341,2110,5082,8702
1401324436,Heat Rises,2011.0,Richard Castle,79,512,3986,6457,4053
805080759,Homicide: A Year on the Killing Streets,1991.0,David Simon,101,250,1226,3913,6545
425183238,Mrs. Mike,1947.0,"Benedict Freedman, Nancy Freedman",145,508,2600,5183,5928
1476791619,A Work in Progress,2015.0,Connor Franta,246,554,1678,3466,8879
62285505,The Enchanted,2014.0,Rene Denfeld,314,744,2646,5185,4524
718155181,The Left Hand of God ,2010.0,Paul  Hoffman,458,1235,3704,5021,2949
006221635X,How to Love,2013.0,Katie Cotugno,484,1280,3648,4528,3908
375758232,Paris to the Moon,2000.0,Adam Gopnik,329,900,3067,4305,3006
385613504,You Against Me,2010.0,Jenny Downham,538,1455,4543,5752,4190
439717000,A Dog's Life: Autobiography of a Stray,2005.0,Ann M. Martin,155,528,2156,3782,5994
439441722,The Will of the Empress,2005.0,Tamora Pierce,236,720,3077,5668,7888
345530411,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs",2012.0,"Tyler Hamilton, Daniel Coyle",77,125,1040,4300,4881
142002038,Dr. No,1958.0,Ian Fleming,121,754,4202,5509,2874
62291408,El juego de Ripper,2013.0,"Isabel Allende, Oliver Brock, Frank Wynne",893,1983,4163,3484,1606
9649051759,ماهی سیاه کوچولو,1965.0,Samad Behrangi,127,387,1465,2562,3539
141181362,Fifth Business,1970.0,Robertson Davies,265,712,2360,5062,5179
618829253,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make",2008.0,"Alan    Richardson, Karen Tack",214,586,2243,3074,4587
1439133913,,2010.0,Larry Correia,90,264,1866,5341,5818
752865366,Nights of Rain and Stars,2004.0,Maeve Binchy,282,1158,4544,5117,3036
61944394,Big Nate on a Roll,2009.0,Lincoln Peirce,203,382,1326,2469,5960
1467964409,Wife by wednesday,2011.0,Catherine Bybee,347,1115,4645,6122,4139
804467250,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie",1979.0,"Dick Riley, Pam McAllister, Bruce Cassiday",141,323,1775,2879,5287
,,2014.0,L.A. Casey,685,1085,3200,6079,9035
1451650051,"Shadow's Claim (The Dacians, #1)",2012.0,Kresley Cole,171,509,2618,6842,9776
034553283X,Glitter and Glue,2014.0,Kelly Corrigan,225,731,3308,5116,2607
805077642,A Night to Remember,1955.0,"Walter Lord, Nathaniel Philbrick",138,524,3037,5376,4469
393062627,The Lonely Polygamist,2010.0,Brady Udall,584,1632,4142,5134,2277
446677167,Stormy Weather,1995.0,Carl Hiaasen,80,400,3125,5729,3401
739318926,That Old Cape Magic,2009.0,"Richard Russo, Arthur Morey",452,1951,6065,4768,1225
425227944,The Darkest Hour,2010.0,Maya Banks,267,707,3440,7593,9198
038553504X,The Devil All the Time,2011.0,Donald Ray Pollock,175,465,1738,4643,4231
,A Long Way Home,2013.0,Saroo Brierley,226,644,4103,9746,8999
60827645,Twilight,2006.0,Erin Hunter,138,473,2514,4665,8914
1400033888,İstanbul: Hatıralar ve Şehir,2003.0,Orhan Pamuk,250,959,3249,4592,3080
452286107,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,2004.0,"Clare Naylor, Mimi Hare",425,1424,3843,3363,2460
140436146,The Life and Adventures of Martin Chuzzlewit,1844.0,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",366,909,3134,4410,3818
043985802X,"Darkness, Be My Friend",1996.0,John Marsden,57,369,2694,5620,5154
,UR,2009.0,Stephen King,263,1237,4601,4822,2961
449206521,Tales of the South Pacific,1947.0,James A. Michener,105,492,2716,4544,4397
330487140,A Bend in the River,1979.0,V.S. Naipaul,348,935,3129,4595,3213
553447432,Evicted: Poverty and Profit in the American City,2016.0,Matthew Desmond,98,251,1329,5234,10414
,The Assassin and the Empire,2012.0,Sarah J. Maas,140,341,1882,5040,10594
,Misbehaving,2013.0,Abbi Glines,143,586,3358,6936,8416
1447256239,The Invisible Library,2015.0,Genevieve Cogman,340,1180,4730,7010,3552
449911608,Saint Maybe,1991.0,Anne Tyler,109,569,3804,5963,3523
375714677,,2006.0,"Marjane Satrapi, Anjali Singh",154,794,4092,5824,3546
618665455,Deep and Dark and Dangerous: A Ghost Story,2007.0,Mary Downing Hahn,157,533,2225,3915,6775
1416554955,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",2008.0,"Melissa Anelli, J.K. Rowling",337,715,2386,3149,5941
545054745,Marcelo in the Real World,2008.0,Francisco X. Stork,331,821,3263,6213,5073
451190556,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",1996.0,Stephen King,44,153,1158,3561,8530
,Daun Yang Jatuh Tak Pernah Membenci Angin,2010.0,Tere Liye,335,581,2047,3152,3886
439925509,Alcatraz Versus the Evil Librarians,2007.0,Brandon Sanderson,328,937,3729,5745,4635
145210655X,Darth Vader and Son,2012.0,Jeffrey Brown,263,568,2661,5065,6750
068482471X,Darwin's Dangerous Idea: Evolution and the Meanings of Life,1995.0,Daniel C. Dennett,276,592,2164,3717,4543
8370541291,Pani Jeziora,1999.0,Andrzej Sapkowski,138,516,1796,4451,7092
042518546X,Open Season,2001.0,C.J. Box,207,551,3187,5730,3702
1599908735,Palace of Stone,2012.0,Shannon Hale,128,684,4142,6875,5060
812997530,Hausfrau,2015.0,Jill Alexander Essbaum,813,2033,4001,3468,1527
751534552,Legally Blonde,2001.0,Amanda Brown,517,1174,3135,3102,3392
,Truthwitch,2016.0,Susan Dennard,554,1196,4013,8321,6582
006054094X,1421: The Year China Discovered America,2002.0,Gavin Menzies,790,1077,2810,3578,2716
374386153,A Wrinkle in Time: The Graphic Novel,2012.0,"Hope Larson, Madeleine L'Engle",370,761,2749,4061,4709
679767959,Heartburn,1983.0,Nora Ephron,391,1547,4680,5116,2714
316211338,Tigers in Red Weather,2012.0,Liza Klaussmann,384,1648,4701,4531,1618
451210743,Hornet Flight,2002.0,Ken Follett,91,621,3756,5961,2950
99464691,Den vita lejoninnan,1993.0,"Henning Mankell, Laurie Thompson",144,662,3684,6022,3193
553290983,"Elven Star (The Death Gate Cycle, #2)",1990.0,"Margaret Weis, Tracy Hickman",126,727,3352,5590,4828
802170374,Flight: A Novel,2007.0,Sherman Alexie,188,652,3064,4976,3549
631231277,Philosophische Untersuchungen,1953.0,"Ludwig Wittgenstein, G.E.M. Anscombe",240,389,1389,2869,5198
,Endure,2012.0,Carrie Jones,312,848,3297,5016,7203
, Kaleidoscope Hearts,2015.0,Claire Contreras,267,841,3496,7484,7187
312187149,Enemy of God,1996.0,Bernard Cornwell,35,140,1337,4681,6547
,,2013.0,Harper Sloan,237,600,3112,8487,12296
,Mud Vein,2014.0,Tarryn Fisher,477,1046,2611,4882,7945
609804618,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,1998.0,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",120,317,1929,3918,4914
60521600,Ice Hunt,2003.0,James Rollins,99,497,2872,5209,4670
425212017,Strange Candy,2006.0,Laurell K. Hamilton,549,1505,4160,3895,4926
312997124,First Among Equals,1983.0,Jeffrey Archer,127,552,3227,4914,3120
553374117,Black Holes and Baby Universes and Other Essays,1993.0,Stephen Hawking,136,431,1927,3547,4086
6473296,"The Chronicles of Thomas Covenant, the Unbeliever",1977.0,Stephen R. Donaldson,782,1067,2482,3783,4216
425243915,Archangel's Blade,2011.0,Nalini Singh,151,590,3344,8111,11107
671739166,The Story of Philosophy,1926.0,Will Durant,153,425,1850,3751,4110
679724532,The Gnostic Gospels,1979.0,Elaine Pagels,262,553,2676,4544,3750
385338902,How to Talk to a Widower,2007.0,Jonathan Tropper,99,409,2598,5595,3317
345324390,The Gods of Mars,1913.0,Edgar Rice Burroughs,88,601,3841,5296,3418
1442364459,The Survivor,2015.0,"Vince Flynn, Kyle Mills, Armand Schultz",105,299,1770,4902,5064
575100133,,2011.0,Nalini Singh,127,338,2057,6237,13453
802122515,An Untamed State,2014.0,Roxane Gay,280,624,1953,4550,4630
374116342,Breath,2008.0,Tim Winton,201,751,2895,4755,2755
890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),1952.0,American Psychiatric Association,471,738,2229,2948,3769
6514944,A Monstrous Regiment of Women,1995.0,Laurie R. King,112,561,3704,7788,5840
312850530,Alvin Journeyman (Tales of Alvin Maker #4),1995.0,Orson Scott Card,147,878,4537,5391,2834
1423183096,Rose Under Fire,2013.0,Elizabeth Wein,430,523,2029,5764,6318
1413903177,よつばと! 1,2003.0,"Kiyohiko Azuma, あずま きよひこ",213,469,1622,3359,7780
803283857,Black Elk Speaks,1932.0,"Black Elk, John G. Neihardt",114,407,2010,3837,4574
385529376,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",2009.0,Ben Mezrich,309,1288,4213,4124,1834
034083384X,The Sleeping Doll,2007.0,Jeffery Deaver,149,549,3401,5877,3850
084394952X,Dark Legend,2002.0,Christine Feehan,80,420,2356,5197,9202
1401200605,Batman Hush #1,2002.0,"Jeph Loeb, Jim Lee, Scott Williams",1350,1408,5013,9223,15063
778313654,One Breath Away,2012.0,Heather Gudenkauf,161,653,3113,5820,4584
743292511,The Devil's Punchbowl,2009.0,Greg Iles,155,458,2461,5478,4500
142500593,Empress of the World,2001.0,Sara Ryan,405,1069,3166,3114,3509
345507460,Welcome to the Jungle,2008.0,Jim Butcher,102,427,2946,5164,5334
553803190,Blackout,2010.0,Connie Willis,532,1242,3658,6441,4831
,,2013.0,Bella Forrest,151,529,2553,4635,6198
307393879,The Red Garden,2011.0,Alice Hoffman,323,1205,4590,5987,3194
1405204664,Le Roi Babar,1933.0,Jean de Brunhoff,210,592,2811,3625,7147
